id_factura,id_producto,cantidad,precio_unitario
214,3,2,100.00
215,8,2,225.00
215,2,2,350.00
215,2,2,350.00
216,12,1,130.00
216,11,1,120.00
216,2,3,350.00
216,1,2,250.00
217,10,3,125.00
217,12,2,130.00
218,2,2,350.00
218,3,1,100.00
218,10,1,125.00
219,12,2,130.00
219,6,3,3.00
220,10,1,125.00
220,7,1,8.00
220,8,3,225.00
221,8,2,225.00
222,7,1,8.00
222,12,2,130.00
222,6,3,3.00
223,11,1,120.00
224,5,3,2.50
224,3,1,100.00
224,9,3,180.00
225,7,2,8.00
225,5,2,2.50
226,2,1,350.00
226,12,2,130.00
226,9,3,180.00
227,7,1,8.00
227,1,2,250.00
228,7,3,8.00
228,4,3,25.00
229,4,3,25.00
229,1,2,250.00
229,3,2,100.00
229,7,3,8.00
230,4,1,25.00
230,3,1,100.00
231,4,2,25.00
231,4,2,25.00
231,3,1,100.00
232,4,2,25.00
232,10,3,125.00
233,3,2,100.00
233,11,2,120.00
233,3,2,100.00
234,3,1,100.00
234,11,3,120.00
235,9,1,180.00
235,10,1,125.00
235,3,3,100.00
235,5,2,2.50
236,2,2,350.00
237,7,1,8.00
238,7,3,8.00
238,8,3,225.00
238,2,1,350.00
239,6,3,3.00
239,8,3,225.00
239,5,1,2.50
239,5,2,2.50
240,10,2,125.00
240,11,3,120.00
240,6,1,3.00
240,6,2,3.00
241,3,1,100.00
241,4,1,25.00
241,11,1,120.00
242,3,3,100.00
243,10,1,125.00
243,10,3,125.00
244,5,1,2.50
244,8,2,225.00
244,9,1,180.00
245,12,3,130.00
245,8,1,225.00
246,3,1,100.00
246,11,1,120.00
247,3,2,100.00
247,11,1,120.00
247,1,3,250.00
248,3,2,100.00
249,3,2,100.00
249,7,1,8.00
249,9,3,180.00
249,2,3,350.00
250,10,3,125.00
250,3,2,100.00
251,2,1,350.00
251,7,1,8.00
251,5,1,2.50
251,6,2,3.00
252,9,2,180.00
252,3,1,100.00
252,10,3,125.00
253,12,2,130.00
253,1,2,250.00
253,7,2,8.00
253,9,3,180.00
254,1,1,250.00
254,9,2,180.00
255,12,3,130.00
255,3,3,100.00
255,11,2,120.00
256,1,2,250.00
256,10,1,125.00
256,5,3,2.50
256,11,3,120.00
257,9,1,180.00
258,7,2,8.00
258,3,3,100.00
258,12,2,130.00
259,6,2,3.00
260,11,2,120.00
260,8,1,225.00
260,4,1,25.00
261,1,1,250.00
261,11,3,120.00
262,7,1,8.00
263,11,3,120.00
263,11,2,120.00
263,1,1,250.00
264,7,1,8.00
264,12,1,130.00
264,12,1,130.00
264,3,2,100.00
265,5,2,2.50
265,7,1,8.00
265,8,1,225.00
265,11,2,120.00
266,7,3,8.00
266,3,3,100.00
266,4,1,25.00
266,12,1,130.00
267,10,1,125.00
267,5,2,2.50
267,11,2,120.00
268,3,1,100.00
268,6,3,3.00
268,12,2,130.00
268,9,3,180.00
269,4,3,25.00
269,10,2,125.00
269,3,1,100.00
269,10,3,125.00
270,5,3,2.50
270,5,3,2.50
270,12,2,130.00
270,11,2,120.00
271,7,1,8.00
271,2,1,350.00
271,5,1,2.50
271,5,2,2.50
272,8,3,225.00
272,3,3,100.00
273,7,2,8.00
273,8,3,225.00
273,1,3,250.00
274,12,1,130.00
275,2,3,350.00
275,9,1,180.00
276,1,3,250.00
276,9,2,180.00
276,12,3,130.00
276,3,3,100.00
277,3,3,100.00
278,1,3,250.00
278,12,3,130.00
279,12,1,130.00
280,3,3,100.00
281,7,2,8.00
281,3,3,100.00
282,10,3,125.00
282,12,3,130.00
282,1,3,250.00
282,7,1,8.00
283,4,1,25.00
283,3,3,100.00
283,7,1,8.00
284,12,2,130.00
284,9,2,180.00
284,2,1,350.00
285,10,3,125.00
285,7,3,8.00
286,12,1,130.00
286,4,1,25.00
287,10,2,125.00
287,11,2,120.00
287,2,1,350.00
288,10,3,125.00
288,11,2,120.00
288,4,1,25.00
289,7,3,8.00
290,9,2,180.00
291,6,1,3.00
291,10,3,125.00
292,7,3,8.00
293,2,3,350.00
294,1,1,250.00
294,6,2,3.00
295,12,1,130.00
295,3,1,100.00
295,10,3,125.00
295,1,1,250.00
296,11,3,120.00
296,12,1,130.00
296,6,3,3.00
296,8,3,225.00
297,2,3,350.00
298,7,2,8.00
298,3,3,100.00
298,11,3,120.00
299,3,2,100.00
300,9,3,180.00
301,2,1,350.00
302,4,1,25.00
302,1,3,250.00
302,9,3,180.00
303,10,2,125.00
303,3,2,100.00
303,3,1,100.00
304,3,3,100.00
304,4,2,25.00
304,7,3,8.00
304,9,1,180.00
305,11,1,120.00
306,2,2,350.00
306,1,1,250.00
307,1,3,250.00
307,11,2,120.00
308,1,3,250.00
308,8,1,225.00
308,6,1,3.00
308,2,1,350.00
309,8,2,225.00
309,3,2,100.00
310,2,3,350.00
311,9,2,180.00
311,12,3,130.00
311,3,1,100.00
312,4,1,25.00
312,12,1,130.00
312,1,1,250.00
313,7,3,8.00
313,2,3,350.00
314,7,2,8.00
314,3,2,100.00
314,12,3,130.00
315,8,1,225.00
315,1,1,250.00
315,7,3,8.00
315,11,2,120.00
316,6,2,3.00
317,7,2,8.00
317,8,1,225.00
318,11,1,120.00
318,6,1,3.00
319,8,3,225.00
320,6,3,3.00
320,8,2,225.00
321,5,3,2.50
321,11,3,120.00
321,3,2,100.00
321,8,2,225.00
322,6,3,3.00
323,9,3,180.00
324,5,2,2.50
324,5,3,2.50
324,7,1,8.00
324,6,2,3.00
325,12,2,130.00
325,3,2,100.00
325,12,2,130.00
325,5,2,2.50
326,4,3,25.00
326,9,2,180.00
326,2,1,350.00
326,3,3,100.00
327,11,2,120.00
328,6,2,3.00
328,2,3,350.00
328,7,1,8.00
329,7,1,8.00
329,6,1,3.00
330,9,1,180.00
331,4,3,25.00
331,1,2,250.00
331,11,1,120.00
332,2,1,350.00
332,11,1,120.00
332,9,3,180.00
333,7,3,8.00
333,4,2,25.00
333,12,3,130.00
333,7,3,8.00
334,6,2,3.00
334,3,2,100.00
334,4,3,25.00
335,6,2,3.00
336,10,1,125.00
336,7,2,8.00
337,7,1,8.00
337,2,3,350.00
338,11,2,120.00
338,4,3,25.00
338,6,3,3.00
339,8,3,225.00
339,5,1,2.50
340,9,3,180.00
340,9,2,180.00
340,7,3,8.00
341,1,1,250.00
341,4,2,25.00
342,8,3,225.00
342,11,2,120.00
342,1,3,250.00
343,7,2,8.00
344,2,3,350.00
344,11,1,120.00
344,4,3,25.00
345,5,3,2.50
345,1,2,250.00
345,1,1,250.00
346,3,3,100.00
346,2,1,350.00
346,5,1,2.50
347,4,1,25.00
347,3,1,100.00
347,6,3,3.00
348,7,1,8.00
348,7,1,8.00
348,1,3,250.00
349,5,2,2.50
349,4,1,25.00
349,8,3,225.00
349,8,1,225.00
350,5,1,2.50
350,3,2,100.00
351,11,1,120.00
352,2,2,350.00
352,3,1,100.00
352,9,3,180.00
352,3,1,100.00
353,9,1,180.00
353,10,1,125.00
353,1,3,250.00
353,10,2,125.00
354,1,2,250.00
354,5,1,2.50
354,10,3,125.00
355,9,1,180.00
355,10,1,125.00
355,8,1,225.00
356,2,3,350.00
356,12,3,130.00
356,3,2,100.00
357,2,1,350.00
357,3,2,100.00
358,4,3,25.00
358,1,2,250.00
358,9,2,180.00
358,7,2,8.00
359,11,2,120.00
359,4,3,25.00
359,1,2,250.00
359,3,2,100.00
360,9,2,180.00
360,7,3,8.00
360,12,1,130.00
361,6,2,3.00
361,8,1,225.00
361,11,1,120.00
361,7,1,8.00
362,1,3,250.00
362,4,1,25.00
363,11,3,120.00
363,3,2,100.00
363,2,1,350.00
364,9,1,180.00
364,4,3,25.00
364,1,3,250.00
364,1,2,250.00
365,3,2,100.00
365,6,1,3.00
365,5,2,2.50
365,8,3,225.00
366,2,3,350.00
367,7,3,8.00
367,1,3,250.00
367,5,1,2.50
367,3,1,100.00
368,4,2,25.00
368,9,2,180.00
369,1,2,250.00
369,9,3,180.00
369,12,1,130.00
370,10,2,125.00
370,4,1,25.00
370,11,2,120.00
371,4,2,25.00
371,6,2,3.00
371,12,1,130.00
371,12,1,130.00
372,10,3,125.00
373,11,2,120.00
373,3,2,100.00
373,7,3,8.00
373,12,3,130.00
374,3,3,100.00
374,5,1,2.50
374,3,1,100.00
375,4,2,25.00
375,7,2,8.00
376,7,1,8.00
376,9,2,180.00
376,7,1,8.00
376,10,2,125.00
377,12,2,130.00
378,12,1,130.00
378,7,1,8.00
378,5,3,2.50
378,4,2,25.00
379,10,2,125.00
380,7,2,8.00
381,4,3,25.00
381,2,2,350.00
382,11,3,120.00
383,8,3,225.00
383,3,2,100.00
383,2,3,350.00
384,11,1,120.00
384,5,3,2.50
384,8,2,225.00
385,4,2,25.00
385,5,2,2.50
385,1,3,250.00
385,4,2,25.00
386,1,3,250.00
386,4,2,25.00
387,9,3,180.00
387,10,3,125.00
388,7,1,8.00
388,6,1,3.00
388,10,3,125.00
389,1,3,250.00
389,11,1,120.00
389,10,2,125.00
390,6,3,3.00
390,4,3,25.00
391,12,2,130.00
392,6,1,3.00
392,11,1,120.00
392,9,2,180.00
392,11,1,120.00
393,11,2,120.00
393,3,2,100.00
393,6,1,3.00
393,11,2,120.00
394,1,3,250.00
395,10,3,125.00
396,1,1,250.00
397,1,2,250.00
397,2,2,350.00
398,7,3,8.00
398,1,3,250.00
398,7,1,8.00
399,12,1,130.00
399,6,3,3.00
400,8,2,225.00
400,9,3,180.00
400,11,3,120.00
401,3,3,100.00
401,6,2,3.00
401,8,3,225.00
402,5,3,2.50
403,12,3,130.00
403,6,3,3.00
404,10,1,125.00
404,1,3,250.00
404,2,3,350.00
404,8,1,225.00
405,8,3,225.00
405,7,3,8.00
405,8,3,225.00
405,3,2,100.00
406,8,1,225.00
406,7,3,8.00
407,1,3,250.00
407,12,2,130.00
407,7,3,8.00
407,3,3,100.00
408,2,1,350.00
408,11,1,120.00
408,7,1,8.00
409,12,2,130.00
409,8,1,225.00
409,7,3,8.00
410,2,1,350.00
411,4,3,25.00
411,6,2,3.00
411,11,2,120.00
412,3,1,100.00
413,12,3,130.00
413,4,1,25.00
414,8,1,225.00
415,12,2,130.00
415,11,2,120.00
415,8,1,225.00
415,2,3,350.00
416,4,1,25.00
416,3,3,100.00
416,7,3,8.00
416,2,3,350.00
417,4,2,25.00
417,5,1,2.50
418,9,1,180.00
419,7,1,8.00
419,9,2,180.00
420,7,3,8.00
421,10,1,125.00
421,9,2,180.00
421,9,3,180.00
422,6,2,3.00
422,12,2,130.00
423,8,2,225.00
423,5,2,2.50
423,11,1,120.00
423,2,3,350.00
424,9,3,180.00
424,7,1,8.00
424,6,3,3.00
424,11,3,120.00
425,1,2,250.00
426,12,2,130.00
426,8,2,225.00
426,1,3,250.00
427,4,3,25.00
428,7,2,8.00
428,7,2,8.00
429,6,2,3.00
429,7,3,8.00
429,1,1,250.00
430,9,2,180.00
431,3,1,100.00
431,10,3,125.00
431,9,1,180.00
432,1,2,250.00
432,8,1,225.00
433,1,1,250.00
433,10,1,125.00
433,1,1,250.00
433,1,2,250.00
434,11,3,120.00
434,8,1,225.00
434,8,1,225.00
435,12,1,130.00
435,2,2,350.00
435,11,1,120.00
436,12,1,130.00
437,12,2,130.00
438,11,3,120.00
438,10,1,125.00
438,4,1,25.00
438,12,2,130.00
439,8,2,225.00
440,1,1,250.00
440,3,1,100.00
440,5,1,2.50
440,9,1,180.00
441,7,3,8.00
441,1,3,250.00
442,9,2,180.00
442,3,3,100.00
443,2,3,350.00
443,11,2,120.00
443,4,3,25.00
444,10,3,125.00
444,2,3,350.00
444,10,1,125.00
445,3,2,100.00
445,10,3,125.00
445,9,1,180.00
445,12,2,130.00
446,6,3,3.00
446,1,1,250.00
446,3,2,100.00
447,1,2,250.00
448,6,3,3.00
448,11,3,120.00
449,7,1,8.00
449,4,3,25.00
450,5,2,2.50
451,10,3,125.00
451,9,1,180.00
451,2,1,350.00
451,4,1,25.00
452,4,3,25.00
452,7,1,8.00
452,12,3,130.00
452,7,1,8.00
453,10,2,125.00
453,9,1,180.00
453,5,3,2.50
454,1,3,250.00
454,11,2,120.00
455,6,2,3.00
455,12,1,130.00
455,11,1,120.00
456,6,2,3.00
456,1,1,250.00
457,3,3,100.00
457,9,1,180.00
457,7,1,8.00
458,2,1,350.00
459,9,1,180.00
460,7,1,8.00
460,6,1,3.00
460,10,2,125.00
461,5,3,2.50
461,1,3,250.00
462,10,1,125.00
462,10,2,125.00
462,9,1,180.00
462,7,1,8.00
463,2,3,350.00
463,12,2,130.00
464,3,1,100.00
464,1,3,250.00
464,1,2,250.00
465,3,2,100.00
465,5,1,2.50
465,4,1,25.00
465,8,3,225.00
466,9,1,180.00
466,8,1,225.00
467,7,3,8.00
467,2,1,350.00
468,11,1,120.00
468,12,3,130.00
468,5,3,2.50
468,10,3,125.00
469,6,3,3.00
469,5,1,2.50
470,5,1,2.50
470,8,1,225.00
470,4,1,25.00
471,1,1,250.00
471,5,3,2.50
471,4,2,25.00
472,7,3,8.00
473,4,1,25.00
473,3,2,100.00
474,11,3,120.00
474,4,2,25.00
474,5,3,2.50
474,3,2,100.00
475,2,3,350.00
475,7,1,8.00
475,9,1,180.00
475,8,2,225.00
476,11,3,120.00
476,8,2,225.00
477,6,2,3.00
477,5,1,2.50
477,3,1,100.00
477,8,3,225.00
478,4,2,25.00
478,4,2,25.00
479,11,1,120.00
479,2,2,350.00
479,3,1,100.00
480,8,1,225.00
480,7,3,8.00
480,8,2,225.00
480,8,3,225.00
481,9,1,180.00
481,3,2,100.00
481,3,2,100.00
481,6,2,3.00
482,2,1,350.00
482,5,3,2.50
482,1,2,250.00
482,3,2,100.00
483,12,3,130.00
483,11,1,120.00
484,10,3,125.00
485,5,3,2.50
485,11,2,120.00
486,9,2,180.00
487,2,3,350.00
487,3,2,100.00
488,2,2,350.00
488,11,1,120.00
488,4,3,25.00
488,8,3,225.00
489,9,2,180.00
490,6,2,3.00
490,8,3,225.00
490,4,3,25.00
491,1,3,250.00
491,6,2,3.00
492,5,1,2.50
492,8,3,225.00
492,3,1,100.00
492,10,3,125.00
493,5,1,2.50
494,1,3,250.00
494,12,1,130.00
495,7,2,8.00
496,1,1,250.00
496,6,3,3.00
497,6,3,3.00
498,12,3,130.00
498,7,2,8.00
498,3,2,100.00
498,5,2,2.50
499,9,2,180.00
500,12,2,130.00
500,11,3,120.00
501,5,3,2.50
502,4,2,25.00
502,11,2,120.00
502,2,3,350.00
503,6,1,3.00
503,3,3,100.00
504,7,2,8.00
504,12,3,130.00
504,1,2,250.00
504,6,1,3.00
505,12,1,130.00
505,5,3,2.50
506,8,1,225.00
506,10,1,125.00
506,8,1,225.00
506,2,3,350.00
507,5,1,2.50
507,10,1,125.00
507,12,2,130.00
508,9,3,180.00
509,8,3,225.00
510,7,1,8.00
510,12,2,130.00
511,11,3,120.00
512,5,1,2.50
512,2,3,350.00
513,2,3,350.00
513,7,3,8.00
513,2,2,350.00
513,4,2,25.00
514,2,3,350.00
514,9,3,180.00
515,2,2,350.00
515,2,2,350.00
515,10,2,125.00
515,4,2,25.00
516,8,1,225.00
516,11,2,120.00
516,8,2,225.00
516,4,2,25.00
517,2,3,350.00
518,6,3,3.00
518,11,2,120.00
519,5,2,2.50
519,4,3,25.00
519,9,3,180.00
519,5,1,2.50
520,10,2,125.00
520,5,2,2.50
521,4,3,25.00
522,5,1,2.50
522,11,3,120.00
522,1,1,250.00
523,5,2,2.50
523,3,2,100.00
523,11,2,120.00
523,7,2,8.00
524,12,1,130.00
524,5,2,2.50
524,3,2,100.00
525,7,1,8.00
525,4,2,25.00
526,11,2,120.00
526,3,2,100.00
526,2,1,350.00
526,6,3,3.00
527,6,1,3.00
527,9,3,180.00
527,6,1,3.00
528,6,2,3.00
528,2,3,350.00
529,3,3,100.00
529,11,1,120.00
529,9,1,180.00
529,9,3,180.00
530,11,2,120.00
530,5,1,2.50
530,7,1,8.00
531,6,3,3.00
531,2,3,350.00
531,12,3,130.00
531,12,3,130.00
532,6,2,3.00
533,4,2,25.00
533,11,2,120.00
533,6,3,3.00
534,9,3,180.00
535,10,2,125.00
536,8,2,225.00
537,8,1,225.00
538,7,3,8.00
538,3,2,100.00
538,9,3,180.00
538,5,1,2.50
539,7,2,8.00
539,11,1,120.00
539,2,1,350.00
540,6,2,3.00
541,3,1,100.00
541,8,3,225.00
542,9,3,180.00
542,6,3,3.00
542,7,3,8.00
542,1,1,250.00
543,6,2,3.00
544,3,1,100.00
544,9,1,180.00
544,3,1,100.00
545,2,1,350.00
545,12,2,130.00
545,4,3,25.00
545,8,3,225.00
546,4,2,25.00
546,1,3,250.00
547,12,2,130.00
547,3,3,100.00
548,12,1,130.00
548,2,3,350.00
548,8,3,225.00
549,10,3,125.00
549,7,3,8.00
549,4,3,25.00
550,12,3,130.00
550,9,2,180.00
551,4,1,25.00
552,1,2,250.00
553,6,1,3.00
553,2,3,350.00
553,10,2,125.00
553,1,1,250.00
554,8,3,225.00
554,5,1,2.50
554,8,2,225.00
555,8,1,225.00
555,1,1,250.00
555,6,3,3.00
556,3,3,100.00
556,5,1,2.50
557,9,1,180.00
557,11,1,120.00
557,8,3,225.00
558,2,2,350.00
558,5,3,2.50
558,7,2,8.00
559,9,2,180.00
559,1,2,250.00
560,6,3,3.00
560,7,3,8.00
560,9,3,180.00
561,11,2,120.00
561,2,2,350.00
561,7,1,8.00
561,5,3,2.50
562,7,1,8.00
562,12,1,130.00
562,3,3,100.00
562,1,1,250.00
563,7,3,8.00
564,11,1,120.00
564,9,2,180.00
564,12,2,130.00
565,12,3,130.00
565,3,1,100.00
565,5,1,2.50
565,2,1,350.00
566,5,2,2.50
566,12,2,130.00
566,9,2,180.00
566,4,1,25.00
567,10,3,125.00
567,8,3,225.00
568,7,1,8.00
568,8,1,225.00
569,12,1,130.00
569,2,3,350.00
569,5,2,2.50
569,9,1,180.00
570,5,2,2.50
571,7,2,8.00
572,9,2,180.00
572,5,2,2.50
572,3,3,100.00
