id_estudiante,id_clase,id_tipo_evaluacion,nota,fecha
22,60,6,89.76,2023-09-04
22,60,2,62.01,2022-01-20
22,60,4,75.66,2025-06-12
22,60,5,72.86,2023-07-04
22,60,5,43.02,2021-10-01
22,5,1,47.20,2023-01-18
22,5,4,85.51,2022-02-01
22,5,5,44.62,2025-04-09
22,5,6,63.17,2025-08-16
22,5,5,61.73,2023-04-11
22,32,4,42.66,2023-02-09
22,32,5,40.66,2023-04-09
22,32,4,62.32,2023-09-05
22,32,1,65.27,2024-02-20
22,32,3,90.03,2024-04-02
23,88,4,47.03,2023-08-10
23,88,6,53.02,2021-03-14
23,88,4,43.77,2020-11-17
23,88,6,58.10,2021-11-07
23,88,3,49.81,2022-03-20
23,43,4,47.20,2022-08-20
23,43,3,92.45,2022-02-05
23,43,6,48.70,2021-12-22
23,43,6,58.87,2024-08-11
23,43,3,94.94,2024-10-03
23,93,2,90.06,2022-08-18
23,93,3,58.07,2021-03-26
23,93,3,72.15,2021-07-27
23,93,3,97.78,2020-10-27
23,93,5,98.11,2023-09-29
23,65,1,82.42,2024-03-18
23,65,4,86.16,2025-04-18
23,65,3,91.02,2022-02-05
23,65,5,78.60,2023-03-17
23,65,2,91.89,2022-04-27
24,66,1,53.53,2021-12-26
24,66,3,80.12,2020-12-21
24,66,1,96.62,2024-12-11
24,66,4,70.56,2023-10-03
24,66,6,45.93,2024-11-23
24,9,4,72.56,2021-05-13
24,9,6,49.14,2022-09-23
24,9,4,84.73,2024-11-24
24,9,4,45.85,2024-06-30
24,9,3,93.15,2023-06-02
24,76,1,66.31,2024-06-25
24,76,2,55.79,2022-08-03
24,76,2,71.73,2025-06-14
24,76,2,88.63,2022-07-23
24,76,2,67.18,2020-10-27
24,29,4,60.14,2024-03-10
24,29,4,64.70,2023-01-22
24,29,6,99.90,2025-01-07
24,29,5,76.67,2021-08-30
24,29,1,68.37,2022-03-13
25,70,5,98.42,2021-12-18
25,70,3,52.86,2023-03-17
25,70,5,65.81,2024-10-24
25,70,3,73.49,2023-05-29
25,70,2,49.33,2023-04-01
25,17,3,99.35,2024-10-19
25,17,1,40.39,2022-06-09
25,17,1,96.56,2022-01-24
25,17,5,88.54,2023-12-22
25,17,3,49.16,2021-09-23
25,49,1,90.93,2024-10-16
25,49,3,51.12,2022-06-21
25,49,5,92.41,2023-11-27
25,49,4,71.45,2021-01-06
25,49,6,75.75,2023-08-10
25,33,1,95.13,2024-11-03
25,33,2,93.74,2020-11-13
25,33,1,52.46,2024-02-20
25,33,5,46.65,2022-03-04
25,33,1,78.98,2023-11-04
26,96,3,40.21,2022-11-12
26,96,6,80.32,2022-08-15
26,96,6,61.97,2025-06-14
26,96,1,57.22,2024-02-12
26,96,5,56.42,2022-11-08
26,51,3,57.26,2023-07-26
26,51,4,49.76,2024-08-08
26,51,5,77.92,2021-08-03
26,51,2,59.11,2024-05-16
26,51,5,91.64,2020-10-02
26,32,4,53.06,2024-05-16
26,32,5,44.86,2023-11-10
26,32,4,42.04,2023-03-08
26,32,6,98.53,2022-11-30
26,32,3,82.06,2021-06-03
26,28,4,44.75,2021-09-16
26,28,4,90.33,2024-01-15
26,28,3,75.79,2024-10-01
26,28,6,78.36,2022-11-10
26,28,6,85.24,2022-07-14
27,43,5,63.13,2023-11-17
27,43,5,66.52,2025-01-29
27,43,6,51.72,2023-05-09
27,43,6,46.78,2021-01-16
27,43,4,63.14,2024-12-12
27,12,3,45.89,2023-02-14
27,12,6,80.93,2022-09-25
27,12,1,76.88,2021-11-21
27,12,2,69.55,2025-07-12
27,12,4,91.58,2022-03-16
27,2,1,72.92,2023-04-01
27,2,2,60.96,2021-10-31
27,2,4,80.59,2023-02-22
27,2,5,42.61,2023-07-06
27,2,5,51.30,2021-08-03
27,82,2,63.96,2021-12-30
27,82,6,74.83,2024-12-01
27,82,2,46.21,2024-08-22
27,82,3,57.57,2022-02-23
27,82,6,81.31,2024-02-08
28,38,6,46.79,2021-06-24
28,38,3,46.82,2024-07-06
28,38,6,81.76,2024-01-17
28,38,5,55.24,2024-07-25
28,38,4,77.00,2025-02-24
28,49,2,84.83,2022-09-22
28,49,4,76.42,2025-02-11
28,49,2,73.68,2022-08-18
28,49,6,76.28,2024-05-06
28,49,1,92.49,2022-11-13
28,24,6,75.00,2021-10-12
28,24,5,41.67,2022-02-14
28,24,3,74.85,2023-07-21
28,24,6,75.95,2023-12-12
28,24,5,82.24,2025-07-14
28,31,4,97.71,2021-03-29
28,31,1,48.64,2023-03-29
28,31,5,45.31,2022-08-08
28,31,2,69.68,2021-02-08
28,31,1,50.52,2024-12-15
29,14,2,99.76,2024-10-02
29,14,2,65.07,2022-11-17
29,14,3,54.32,2022-04-10
29,14,5,48.46,2022-03-06
29,14,1,86.87,2021-09-03
29,3,2,41.64,2022-06-15
29,3,3,69.65,2024-11-23
29,3,5,99.83,2023-07-14
29,3,5,56.75,2022-07-11
29,3,2,46.38,2021-03-22
29,71,5,66.30,2023-04-06
29,71,1,52.07,2021-07-05
29,71,1,59.34,2023-03-24
29,71,6,64.02,2023-10-03
29,71,1,92.13,2023-11-03
29,42,6,57.94,2025-08-27
29,42,2,97.78,2021-08-28
29,42,2,84.01,2020-11-23
29,42,2,54.50,2020-11-27
29,42,4,68.34,2024-08-07
30,64,6,70.77,2025-06-10
30,64,1,87.32,2024-07-30
30,64,6,68.72,2025-06-27
30,64,6,52.57,2022-07-03
30,64,1,95.77,2022-01-08
30,69,1,97.22,2020-11-04
30,69,5,95.77,2021-11-08
30,69,3,60.97,2023-01-25
30,69,5,69.44,2023-04-09
30,69,2,50.55,2024-12-13
30,57,2,59.38,2025-03-04
30,57,2,88.85,2024-03-13
30,57,5,79.02,2024-08-06
30,57,1,72.15,2025-07-03
30,57,6,74.49,2024-11-23
30,61,1,48.17,2022-02-28
30,61,3,92.27,2022-04-04
30,61,3,77.64,2024-02-17
30,61,3,96.93,2025-02-11
30,61,1,55.32,2025-08-29
31,26,4,42.25,2021-03-17
31,26,3,43.52,2022-10-10
31,26,2,53.71,2021-09-18
31,26,3,90.75,2023-04-09
31,26,3,67.97,2024-01-21
31,30,4,86.19,2022-05-24
31,30,5,79.58,2021-11-21
31,30,2,40.99,2022-02-13
31,30,4,58.46,2024-09-12
31,30,2,91.13,2024-06-01
31,23,4,62.89,2022-09-17
31,23,6,59.93,2025-03-25
31,23,3,86.17,2021-06-04
31,23,3,61.80,2022-04-06
31,23,3,78.23,2020-12-20
31,49,2,50.80,2021-04-07
31,49,6,76.17,2022-02-01
31,49,3,75.54,2024-09-21
31,49,1,59.94,2022-10-17
31,49,6,95.59,2021-01-12
32,78,3,81.80,2023-07-16
32,78,5,93.64,2022-02-09
32,78,5,42.92,2025-08-30
32,78,3,82.15,2022-12-24
32,78,1,40.86,2025-01-14
32,62,1,88.11,2021-05-19
32,62,3,96.33,2024-01-26
32,62,5,59.10,2021-11-25
32,62,3,45.47,2025-01-15
32,62,4,53.66,2023-01-31
32,55,1,89.66,2023-04-14
32,55,1,75.26,2023-02-21
32,55,1,85.50,2023-08-05
32,55,1,95.57,2022-02-15
32,55,4,85.86,2023-05-05
32,81,5,78.00,2023-06-01
32,81,2,93.52,2022-07-23
32,81,3,44.28,2023-01-24
32,81,1,84.69,2024-04-03
32,81,3,64.59,2024-04-23
33,98,5,78.31,2024-09-24
33,98,5,44.05,2021-10-14
33,98,5,89.60,2025-02-16
33,98,4,71.92,2023-04-08
33,98,5,88.74,2023-09-14
33,87,5,72.60,2023-05-10
33,87,6,61.50,2024-09-09
33,87,6,85.62,2023-09-23
33,87,1,61.43,2025-03-27
33,87,2,85.16,2024-05-01
33,21,4,94.35,2025-01-29
33,21,1,98.20,2020-12-18
33,21,1,88.25,2024-05-03
33,21,3,54.37,2022-10-27
33,21,5,88.36,2025-07-27
33,54,6,81.37,2022-04-09
33,54,3,77.50,2020-09-23
33,54,3,92.27,2021-03-12
33,54,1,60.36,2021-02-26
33,54,4,46.62,2024-07-13
34,22,4,43.69,2025-06-01
34,22,6,47.69,2021-09-22
34,22,2,56.89,2025-08-12
34,22,3,53.60,2021-02-07
34,22,4,86.26,2024-09-02
34,27,2,82.94,2022-08-26
34,27,6,65.44,2021-06-14
34,27,6,73.11,2021-09-26
34,27,5,80.23,2024-10-10
34,27,4,61.10,2024-08-19
34,90,6,83.14,2022-12-18
34,90,4,71.91,2021-06-27
34,90,4,97.29,2022-07-21
34,90,1,77.17,2022-03-21
34,90,6,50.66,2022-10-18
34,100,5,43.62,2023-12-22
34,100,1,85.63,2025-04-19
34,100,6,92.20,2021-01-20
34,100,5,92.19,2021-11-29
34,100,2,41.13,2024-11-11
35,74,2,86.87,2025-05-21
35,74,6,92.84,2021-10-23
35,74,3,97.90,2023-03-24
35,74,5,84.94,2022-07-18
35,74,4,54.84,2022-08-23
35,33,4,70.06,2021-01-11
35,33,1,97.01,2021-04-22
35,33,3,93.37,2022-03-06
35,33,5,55.01,2023-11-19
35,33,1,94.98,2020-09-19
35,43,5,59.76,2025-08-17
35,43,1,81.63,2021-10-08
35,43,1,53.92,2020-10-01
35,43,2,58.17,2025-01-16
35,43,4,88.79,2020-10-02
35,9,4,98.36,2023-04-01
35,9,3,76.71,2021-02-28
35,9,6,74.63,2025-04-25
35,9,1,90.23,2023-06-24
35,9,5,99.91,2020-09-18
36,74,6,52.70,2022-10-15
36,74,4,95.15,2022-11-13
36,74,5,50.95,2021-01-08
36,74,1,42.85,2022-12-13
36,74,1,47.89,2021-12-21
36,44,1,50.56,2023-06-28
36,44,3,67.39,2022-08-02
36,44,3,64.51,2024-08-14
36,44,5,74.86,2021-07-14
36,44,4,73.32,2025-09-07
36,3,3,59.57,2025-01-04
36,3,2,98.92,2021-09-20
36,3,5,69.57,2025-03-05
36,3,2,78.88,2021-08-09
36,3,2,92.91,2021-02-23
36,13,6,88.07,2024-03-18
36,13,3,94.38,2021-10-29
36,13,5,55.04,2024-08-22
36,13,4,95.45,2023-12-24
36,13,3,90.65,2021-08-10
37,87,3,79.50,2021-06-23
37,87,3,71.63,2024-07-22
37,87,5,76.00,2021-06-12
37,87,6,97.22,2025-08-19
37,87,5,94.15,2023-11-19
37,93,5,78.34,2023-05-19
37,93,6,87.08,2021-02-02
37,93,3,90.02,2025-07-15
37,93,4,63.43,2021-03-20
37,93,4,54.63,2024-09-11
37,88,4,74.03,2022-03-12
37,88,3,57.49,2025-02-08
37,88,1,99.13,2025-03-25
37,88,6,56.71,2023-08-01
37,88,3,85.56,2020-10-20
37,77,2,65.54,2022-09-27
37,77,2,48.36,2023-11-02
37,77,6,68.20,2023-06-21
37,77,3,69.36,2025-04-23
37,77,2,97.37,2024-02-01
38,17,3,74.92,2020-11-16
38,17,6,40.06,2022-04-08
38,17,1,53.76,2023-12-16
38,17,3,75.29,2025-07-08
38,17,5,72.04,2021-03-04
38,59,4,94.37,2023-09-03
38,59,3,74.08,2025-06-29
38,59,4,75.00,2020-09-29
38,59,5,52.21,2021-10-15
38,59,6,50.19,2023-07-04
38,38,5,74.00,2021-04-15
38,38,3,65.26,2025-02-13
38,38,4,92.87,2023-06-14
38,38,5,85.04,2020-10-20
38,38,2,99.12,2021-11-04
38,12,4,53.52,2022-09-01
38,12,5,77.16,2024-05-13
38,12,1,55.53,2024-12-18
38,12,2,80.80,2024-12-17
38,12,2,83.04,2022-10-26
39,37,1,66.63,2024-04-28
39,37,3,47.41,2023-12-05
39,37,2,51.72,2023-08-15
39,37,1,87.14,2021-09-24
39,37,2,80.17,2023-11-15
39,40,5,45.87,2025-01-12
39,40,5,49.34,2021-03-24
39,40,3,47.46,2025-06-15
39,40,4,80.73,2024-01-28
39,40,1,74.63,2024-03-08
39,49,6,59.66,2023-07-10
39,49,6,51.83,2023-10-31
39,49,2,87.22,2021-03-27
39,49,1,54.74,2022-11-18
39,49,6,62.69,2021-09-27
39,31,3,71.47,2025-03-16
39,31,4,48.19,2024-04-22
39,31,2,42.93,2022-02-24
39,31,5,49.92,2023-04-12
39,31,4,62.41,2023-03-05
40,3,6,55.49,2021-03-25
40,3,4,68.28,2021-08-21
40,3,5,87.54,2022-07-31
40,3,1,92.02,2024-05-30
40,3,2,49.19,2023-05-23
40,50,4,96.60,2025-08-09
40,50,5,74.87,2022-05-15
40,50,6,49.02,2022-09-24
40,50,5,81.30,2023-09-13
40,50,5,48.62,2020-11-22
40,9,2,60.30,2021-08-26
40,9,3,61.02,2023-09-25
40,9,4,98.82,2022-11-02
40,9,4,79.32,2022-05-25
40,9,4,54.12,2022-04-11
40,61,6,77.90,2022-08-28
40,61,5,48.50,2023-07-31
40,61,3,52.56,2021-10-08
40,61,6,85.35,2025-03-28
40,61,4,42.30,2023-02-19
41,19,5,83.78,2025-07-26
41,19,5,41.25,2021-05-16
41,19,3,54.88,2021-12-17
41,19,5,54.43,2022-03-25
41,19,2,88.88,2023-11-12
41,31,3,90.37,2022-11-24
41,31,6,74.75,2023-11-22
41,31,1,96.84,2022-02-19
41,31,4,82.53,2021-10-16
41,31,2,96.09,2021-10-12
41,22,2,61.32,2021-10-21
41,22,2,77.85,2024-10-13
41,22,4,92.45,2025-04-19
41,22,1,87.81,2025-01-01
41,22,2,91.01,2024-03-02
41,66,4,41.04,2020-11-24
41,66,4,55.30,2022-01-22
41,66,6,67.04,2023-12-05
41,66,1,97.73,2025-01-25
